0,terror
1,terror
2,terror
3,terror
4,terror
5,terror
6,terror
7,march
8,march
9,terror
10,terror
11,text
12,terror
13,terror
14,terror
15,terror
16,terror
17,terror
18,terror
19,normal
20,normal
21,normal
22,normal
23,normal
24,normal
25,normal
26,normal
27,normal
28,text
29,text
30,normal
31,normal
32,normal
33,normal
34,normal
35,normal
36,normal
37,normal
38,normal
39,normal
40,normal
41,normal
42,march
43,march
44,normal
45,normal
46,normal
47,normal
